published_date,bestsellers_date,list_name,title,author,primary_isbn13,publisher,rank,rank_last_week,weeks_on_list,amazon_product_url,book_image,description
2025-08-17,2025-08-02,Hardcover Fiction,THE DEAL,Elle Kennedy,9781464241765,Bloom,4,0,1,https://www.amazon.com/dp/1775293939?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781464241765.jpg,Hannah Wells agrees to tutor the captain of the hockey team whose grades are tanking if he agrees to go on a pretend date with her.
2025-08-17,2025-08-02,Hardcover Fiction,YOU BELONG HERE,Megan Miranda,9781668080979,Marysue Rucci,5,0,1,https://www.amazon.com/dp/1668080974?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781668080979.jpg,"When her daughter gets a scholarship to the college where she experienced tragedy, Beckett Bowery suspects dangers will return."
2025-08-17,2025-08-02,Hardcover Fiction,MY FRIENDS,Fredrik Backman,9781982112820,Atria,6,10,13,https://www.amazon.com/dp/1982112824?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781982112820.jpg,A young woman looks into the story behind a painting that was made 25 years ago and a small group of teens depicted in it; translated by Neil Smith.
2025-08-17,2025-08-02,Hardcover Fiction,ONYX STORM,Rebecca Yarros,9781649377159,Red Tower,7,7,28,https://www.amazon.com/dp/1649374186?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781649377159.jpg,"The third book in the Empyrean series. As enemies gain traction, Violet Sorrengail goes beyond the Aretian wards in search of allies."
2025-08-17,2025-08-02,Hardcover Fiction,NEVER FLINCH,Stephen King,9781668089330,Scribner,8,8,10,https://www.amazon.com/dp/1668089335?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781668089330.jpg,Holly Gibney does double duty by helping head off acts of retribution and protecting a women’s rights activist.
2025-08-17,2025-08-02,Hardcover Fiction,THE HAMPTONS LAWYER,James Patterson and Mike Lupica,9780316569934,"Little, Brown",9,2,2,https://www.amazon.com/dp/0316569933?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780316569934.jpg,The third book in the Jane Smith thriller series. Taking on a celebrity client proves dangerous.
2025-08-17,2025-08-02,Hardcover Fiction,WRATH OF THE DRAGONS,Olivia Rose Darling,9780593873922,Delacorte,10,0,1,https://www.amazon.com/dp/0593873920?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780593873922.jpg,"In this sequel to “Fear the Flames,” Elowen and Cayden face violent attacks, shifting alliances and cutthroat diplomacy."
2025-08-17,2025-08-02,Hardcover Fiction,THE WEDDING PEOPLE,Alison Espach,9781250899576,Holt,11,9,35,https://www.amazon.com/dp/1250899575?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781250899576.jpg,A woman who is down on her luck forms an unexpected bond with the bride at a wedding in Rhode Island.
2025-08-17,2025-08-02,Hardcover Fiction,BROKEN COUNTRY,Clare Leslie Hall,9781668078181,Simon & Schuster,12,11,19,https://www.amazon.com/dp/166807818X?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781668078181.jpg,Beth must confront her past when the man she once loved as a teenager returns to the village with his son.
2025-08-17,2025-08-02,Hardcover Fiction,AN INSIDE JOB,Daniel Silva,9780063384217,Harper,13,6,3,https://www.amazon.com/dp/0063384213?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780063384217.jpg,"The 25th book in the Gabriel Allon series. The art world, the mob and the Vatican intersect when a Leonardo da Vinci painting goes missing."
2025-08-17,2025-08-02,Hardcover Fiction,THE ENCHANTED GREENHOUSE,Sarah Beth Durst,9781250333988,Bramble,14,4,3,https://www.amazon.com/dp/1250333989?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781250333988.jpg,"In this novel set in the world of “The Spellshop,” Terlu Perna must figure out a sorcerer’s secrets to save an island containing magical greenhouses."
2025-08-17,2025-08-02,Hardcover Fiction,GREAT BIG BEAUTIFUL LIFE,Emily Henry,9780593441299,Berkley,15,12,15,https://www.amazon.com/dp/059344129X?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780593441299.jpg,A writer looking for her big break competes against a Pulitzer winner to tell the story of an octogenarian with a storied past.
2025-08-24,2025-08-09,Hardcover Fiction,THE FALLEN & THE KISS OF DUSK,Carissa Broadbent,9781250367815,Bramble,1,0,1,https://www.amazon.com/dp/1250367816?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781250367815.jpg,The fourth book in the Crowns of Nyaxia series and second book of the Shadowborn Duet.
2025-08-24,2025-08-09,Hardcover Fiction,SCARRED,Emily McIntire,9781464244650,Bloom,2,0,1,https://www.amazon.com/dp/1464244650?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781464244650.jpg,The second book in the Never After series. Lady Sara Beatreaux develops an attraction for one of the men she intended to kill.
2025-08-24,2025-08-09,Hardcover Fiction,ATMOSPHERE,Taylor Jenkins Reid,9780593158715,Ballantine,3,1,10,https://www.amazon.com/dp/0593158717?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780593158715.jpg,"In the summer of 1980, Joan Goodwin begins training with a group of candidates for NASA’s space shuttle program."
2025-08-24,2025-08-09,Hardcover Fiction,NOT QUITE DEAD YET,Holly Jackson,9780593977057,Bantam,4,2,3,https://www.amazon.com/dp/059397705X?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780593977057.jpg,"With only a week left to live after a violent attack on Halloween, Jet Mason is determined to solve her own murder."
2025-08-24,2025-08-09,Hardcover Fiction,ONYX STORM,Rebecca Yarros,9781649377159,Red Tower,5,7,29,https://www.amazon.com/dp/1649374186?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781649377159.jpg,"The third book in the Empyrean series. As enemies gain traction, Violet Sorrengail goes beyond the Aretian wards in search of allies."
2025-08-24,2025-08-09,Hardcover Fiction,MY FRIENDS,Fredrik Backman,9781982112820,Atria,6,6,14,https://www.amazon.com/dp/1982112824?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781982112820.jpg,A young woman looks into the story behind a painting that was made 25 years ago and a small group of teens depicted in it; translated by Neil Smith.
2025-08-24,2025-08-09,Hardcover Fiction,BROKEN COUNTRY,Clare Leslie Hall,9781668078181,Simon & Schuster,7,12,20,https://www.amazon.com/dp/166807818X?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781668078181.jpg,Beth must confront her past when the man she once loved as a teenager returns to the village with his son.
2025-08-24,2025-08-09,Hardcover Fiction,AN INSIDE JOB,Daniel Silva,9780063384217,Harper,8,13,4,https://www.amazon.com/dp/0063384213?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780063384217.jpg,"The 25th book in the Gabriel Allon series. The art world, the mob and the Vatican intersect when a Leonardo da Vinci painting goes missing."
2025-08-24,2025-08-09,Hardcover Fiction,THE WEDDING PEOPLE,Alison Espach,9781250899576,Holt,9,11,36,https://www.amazon.com/dp/1250899575?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781250899576.jpg,A woman who is down on her luck forms an unexpected bond with the bride at a wedding in Rhode Island.
2025-08-24,2025-08-09,Hardcover Fiction,THE HAMPTONS LAWYER,James Patterson and Mike Lupica,9780316569934,"Little, Brown",10,9,3,https://www.amazon.com/dp/0316569933?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780316569934.jpg,The third book in the Jane Smith thriller series. Taking on a celebrity client proves dangerous.
2025-08-24,2025-08-09,Hardcover Fiction,JAMES,Percival Everett,9780385550369,Doubleday,11,0,51,https://www.amazon.com/dp/0385550367?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780385550369.jpg,"A reimagining of “Adventures of Huckleberry Finn” shines a different light on Mark Twain's classic, revealing new facets of the character of Jim."
2025-08-24,2025-08-09,Hardcover Fiction,GREAT BIG BEAUTIFUL LIFE,Emily Henry,9780593441299,Berkley,12,15,16,https://www.amazon.com/dp/059344129X?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780593441299.jpg,A writer looking for her big break competes against a Pulitzer winner to tell the story of an octogenarian with a storied past.
2025-08-24,2025-08-09,Hardcover Fiction,NEVER FLINCH,Stephen King,9781668089330,Scribner,13,8,11,https://www.amazon.com/dp/1668089335?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781668089330.jpg,Holly Gibney does double duty by helping head off acts of retribution and protecting a women’s rights activist.
2025-08-24,2025-08-09,Hardcover Fiction,THE ENCHANTED GREENHOUSE,Sarah Beth Durst,9781250333988,Bramble,14,14,4,https://www.amazon.com/dp/1250333989?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781250333988.jpg,"In this novel set in the world of “The Spellshop,” Terlu Perna must figure out a sorcerer’s secrets to save an island containing magical greenhouses."
2025-08-24,2025-08-09,Hardcover Fiction,DUNGEON CRAWLER CARL,Matt Dinniman,9780593820247,Ace,15,0,2,https://www.amazon.com/dp/B08V8877BY?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780593820247.jpg,"A Coast Guard vet named Carl and his ex-girlfriend’s cat, Princess Donut, are trapped in a fantasy dungeon."
2025-08-31,2025-08-16,Hardcover Fiction,FOR RICHER FOR POORER,Danielle Steel,9780593498798,Delacorte,1,0,1,https://www.amazon.com/dp/0593498798?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780593498798.jpg,"As pressures mount, Eugenia Ward, a fashion designer and mother of five adult children, meets a successful real estate developer."
2025-08-31,2025-08-16,Hardcover Fiction,WE ARE ALL GUILTY HERE,Karin Slaughter,9780063336773,Morrow,2,0,1,https://www.amazon.com/dp/0063336774?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780063336773.jpg,Officer Emmy Clifton investigates the disappearance of two teenage girls from a small town called North Falls.
2025-08-31,2025-08-16,Hardcover Fiction,ATMOSPHERE,Taylor Jenkins Reid,9780593158715,Ballantine,3,3,11,https://www.amazon.com/dp/0593158717?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780593158715.jpg,"In the summer of 1980, Joan Goodwin begins training with a group of candidates for NASA’s space shuttle program."
2025-08-31,2025-08-16,Hardcover Fiction,MY FRIENDS,Fredrik Backman,9781982112820,Atria,4,6,15,https://www.amazon.com/dp/1982112824?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781982112820.jpg,A young woman looks into the story behind a painting that was made 25 years ago and a small group of teens depicted in it; translated by Neil Smith.
2025-08-31,2025-08-16,Hardcover Fiction,ONYX STORM,Rebecca Yarros,9781649377159,Red Tower,5,5,30,https://www.amazon.com/dp/1649374186?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781649377159.jpg,"The third book in the Empyrean series. As enemies gain traction, Violet Sorrengail goes beyond the Aretian wards in search of allies."
2025-08-31,2025-08-16,Hardcover Fiction,NOT QUITE DEAD YET,Holly Jackson,9780593977057,Bantam,6,4,4,https://www.amazon.com/dp/059397705X?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780593977057.jpg,"With only a week left to live after a violent attack on Halloween, Jet Mason is determined to solve her own murder."
2025-08-31,2025-08-16,Hardcover Fiction,THE FALLEN & THE KISS OF DUSK,Carissa Broadbent,9781250367815,Bramble,7,1,2,https://www.amazon.com/dp/1250367816?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781250367815.jpg,The fourth book in the Crowns of Nyaxia series and second book of the Shadowborn Duet.
2025-08-31,2025-08-16,Hardcover Fiction,THE PUMPKIN SPICE CAFÉ,Laurie Gilmore,9780008759827,HarperCollins,8,0,1,https://www.amazon.com/dp/0008759820?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780008759827.jpg,Jeanie takes over her aunt’s café in Dream Harbor and encounters a local farmer.
2025-08-31,2025-08-16,Hardcover Fiction,SCARRED,Emily McIntire,9781464244650,Bloom,9,2,2,https://www.amazon.com/dp/1464244650?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781464244650.jpg,The second book in the Never After series. Lady Sara Beatreaux develops an attraction for one of the men she intended to kill.
2025-08-31,2025-08-16,Hardcover Fiction,KISS HER GOODBYE,Lisa Gardner,9781538765104,Grand Central,10,0,1,https://www.amazon.com/dp/1538765101?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781538765104.jpg,The fourth book in the Frankie Elkin series. The missing persons expert Elkin goes to Tucson in search of a missing Afghan refugee.
2025-08-31,2025-08-16,Hardcover Fiction,BROKEN COUNTRY,Clare Leslie Hall,9781668078181,Simon & Schuster,11,7,21,https://www.amazon.com/dp/166807818X?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781668078181.jpg,Beth must confront her past when the man she once loved as a teenager returns to the village with his son.
2025-08-31,2025-08-16,Hardcover Fiction,THE WEDDING PEOPLE,Alison Espach,9781250899576,Holt,12,9,37,https://www.amazon.com/dp/1250899575?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781250899576.jpg,A woman who is down on her luck forms an unexpected bond with the bride at a wedding in Rhode Island.
2025-08-31,2025-08-16,Hardcover Fiction,THE HAMPTONS LAWYER,James Patterson and Mike Lupica,9780316569934,"Little, Brown",13,10,4,https://www.amazon.com/dp/0316569933?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780316569934.jpg,The third book in the Jane Smith thriller series. Taking on a celebrity client proves dangerous.
2025-08-31,2025-08-16,Hardcover Fiction,DUNGEON CRAWLER CARL,Matt Dinniman,9780593820247,Ace,14,15,3,https://www.amazon.com/dp/B08V8877BY?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780593820247.jpg,"A Coast Guard vet named Carl and his ex-girlfriend’s cat, Princess Donut, are trapped in a fantasy dungeon."
2025-08-31,2025-08-16,Hardcover Fiction,NEVER FLINCH,Stephen King,9781668089330,Scribner,15,13,12,https://www.amazon.com/dp/1668089335?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781668089330.jpg,Holly Gibney does double duty by helping head off acts of retribution and protecting a women’s rights activist.
2025-09-07,2025-08-23,Hardcover Fiction,QUICKSILVER,Callie Hart,9781538774205,Forever,1,0,1,https://www.amazon.com/dp/1538774208?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781538774205.jpg,"Saeris is transported to a dangerous land of ice and snow, where she must contend with a Fae warrior who has suspect agendas."
2025-09-07,2025-08-23,Hardcover Fiction,ON WINGS OF BLOOD,Briar Boleyn,9780778306269,MIRA,2,0,1,https://www.amazon.com/dp/0778306267?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780778306269.jpg,A dragon rider named Medra Pendragon is captured by vampires and placed inside the dangerous Bloodwing Academy.
2025-09-07,2025-08-23,Hardcover Fiction,THE END OF THE WORLD AS WE KNOW IT,Christopher Golden and Brian Keene,9781668057551,Gallery,3,0,1,https://www.amazon.com/dp/1668057557?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781668057551.jpg,A short story anthology based on Stephen King’s 1978 novel “The Stand.”
2025-09-07,2025-08-23,Hardcover Fiction,PEOPLE WE MEET ON VACATION,Emily Henry,9780593956229,Berkley,4,0,1,https://www.amazon.com/dp/0593956222?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780593956229.jpg,Opposites Poppy and Alex meet to vacation together one more time in hopes of saving their relationship.
2025-09-07,2025-08-23,Hardcover Fiction,ATMOSPHERE,Taylor Jenkins Reid,9780593158715,Ballantine,5,3,12,https://www.amazon.com/dp/0593158717?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780593158715.jpg,"In the summer of 1980, Joan Goodwin begins training with a group of candidates for NASA’s space shuttle program."
2025-09-07,2025-08-23,Hardcover Fiction,MY FRIENDS,Fredrik Backman,9781982112820,Atria,6,4,16,https://www.amazon.com/dp/1982112824?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781982112820.jpg,A young woman looks into the story behind a painting that was made 25 years ago and a small group of teens depicted in it; translated by Neil Smith.
2025-09-07,2025-08-23,Hardcover Fiction,THE DRAGON WAKES WITH THUNDER,K.X. Song,9780593641552,Ace,7,0,1,https://www.amazon.com/dp/0593641558?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780593641552.jpg,The second book in the Dragon Spirit duology. The sea dragon Qinglong comes to collect what he thinks he is owed by the woman warrior Hai Meilin.
2025-09-07,2025-08-23,Hardcover Fiction,ONYX STORM,Rebecca Yarros,9781649377159,Red Tower,8,5,31,https://www.amazon.com/dp/1649374186?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781649377159.jpg,"The third book in the Empyrean series. As enemies gain traction, Violet Sorrengail goes beyond the Aretian wards in search of allies."
2025-09-07,2025-08-23,Hardcover Fiction,HEMLOCK & SILVER,T. Kingfisher,9781250342034,Tor,9,0,1,https://www.amazon.com/dp/1250342031?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781250342034.jpg,"In this reimagining of “Snow White,” a healer is summoned by a king to use her unconventional methods to save his daughter."
2025-09-07,2025-08-23,Hardcover Fiction,BROKEN COUNTRY,Clare Leslie Hall,9781668078181,Simon & Schuster,10,11,22,https://www.amazon.com/dp/166807818X?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781668078181.jpg,Beth must confront her past when the man she once loved as a teenager returns to the village with his son.
2025-09-07,2025-08-23,Hardcover Fiction,THE PUMPKIN SPICE CAFÉ,Laurie Gilmore,9780008759827,HarperCollins,11,8,2,https://www.amazon.com/dp/0008759820?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780008759827.jpg,Jeanie takes over her aunt’s café in Dream Harbor and encounters a local farmer.
2025-09-07,2025-08-23,Hardcover Fiction,THE WEDDING PEOPLE,Alison Espach,9781250899576,Holt,12,12,38,https://www.amazon.com/dp/1250899575?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781250899576.jpg,A woman who is down on her luck forms an unexpected bond with the bride at a wedding in Rhode Island.
2025-09-07,2025-08-23,Hardcover Fiction,BURY OUR BONES IN THE MIDNIGHT SOIL,V.E. Schwab,9781250320520,Tor,13,0,6,https://www.amazon.com/dp/1250320526?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781250320520.jpg,"Stories set in Santo Domingo de la Calzada in 1532, London in 1827 and Boston in 2019 explore hunger, love and rage."
2025-09-07,2025-08-23,Hardcover Fiction,FOR RICHER FOR POORER,Danielle Steel,9780593498798,Delacorte,14,1,2,https://www.amazon.com/dp/0593498798?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780593498798.jpg,"As pressures mount, Eugenia Ward, a fashion designer and mother of five adult children, meets a successful real estate developer."
2025-09-07,2025-08-23,Hardcover Fiction,NOT QUITE DEAD YET,Holly Jackson,9780593977057,Bantam,15,6,5,https://www.amazon.com/dp/059397705X?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780593977057.jpg,"With only a week left to live after a violent attack on Halloween, Jet Mason is determined to solve her own murder."
2025-09-14,2025-08-30,Hardcover Fiction,KATABASIS,R.F. Kuang,9780063021471,Harper Voyager,1,0,1,https://www.amazon.com/dp/0063021471?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780063021471.jpg,A pair of rival graduate students descend into the underworld to save their late professor and secure his recommendation.
2025-09-14,2025-08-30,Hardcover Fiction,THE COLOR OF DEATH,Trey Gowdy with Christopher Greyson,9780063451919,Fox News,2,0,1,https://www.amazon.com/dp/0063451913?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780063451919.jpg,"After a tragedy strikes his family, an assistant district attorney investigates the murder of a young woman."
2025-09-14,2025-08-30,Hardcover Fiction,QUICKSILVER,Callie Hart,9781538774205,Forever,3,1,2,https://www.amazon.com/dp/1538774208?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781538774205.jpg,"Saeris is transported to a dangerous land of ice and snow, where she must contend with a Fae warrior who has suspect agendas."
2025-09-14,2025-08-30,Hardcover Fiction,ATMOSPHERE,Taylor Jenkins Reid,9780593158715,Ballantine,4,5,13,https://www.amazon.com/dp/0593158717?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780593158715.jpg,"In the summer of 1980, Joan Goodwin begins training with a group of candidates for NASA’s space shuttle program."
2025-09-14,2025-08-30,Hardcover Fiction,MY FRIENDS,Fredrik Backman,9781982112820,Atria,5,6,17,https://www.amazon.com/dp/1982112824?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781982112820.jpg,A young woman looks into the story behind a painting that was made 25 years ago and a small group of teens depicted in it; translated by Neil Smith.
2025-09-14,2025-08-30,Hardcover Fiction,BROKEN COUNTRY,Clare Leslie Hall,9781668078181,Simon & Schuster,6,10,23,https://www.amazon.com/dp/166807818X?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781668078181.jpg,Beth must confront her past when the man she once loved as a teenager returns to the village with his son.
2025-09-14,2025-08-30,Hardcover Fiction,ONYX STORM,Rebecca Yarros,9781649377159,Red Tower,7,8,32,https://www.amazon.com/dp/1649374186?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781649377159.jpg,"The third book in the Empyrean series. As enemies gain traction, Violet Sorrengail goes beyond the Aretian wards in search of allies."
2025-09-14,2025-08-30,Hardcover Fiction,THE PUMPKIN SPICE CAFÉ,Laurie Gilmore,9780008759827,HarperCollins,8,11,3,https://www.amazon.com/dp/0008759820?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780008759827.jpg,Jeanie takes over her aunt’s café in Dream Harbor and encounters a local farmer.
2025-09-14,2025-08-30,Hardcover Fiction,ON WINGS OF BLOOD,Briar Boleyn,9780778306269,MIRA,9,2,2,https://www.amazon.com/dp/0778306267?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780778306269.jpg,A dragon rider named Medra Pendragon is captured by vampires and placed inside the dangerous Bloodwing Academy.
2025-09-14,2025-08-30,Hardcover Fiction,NEVER FLINCH,Stephen King,9781668089330,Scribner,10,0,13,https://www.amazon.com/dp/1668089335?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781668089330.jpg,Holly Gibney does double duty by helping head off acts of retribution and protecting a women’s rights activist.
2025-09-14,2025-08-30,Hardcover Fiction,GREAT BIG BEAUTIFUL LIFE,Emily Henry,9780593441299,Berkley,11,0,17,https://www.amazon.com/dp/059344129X?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780593441299.jpg,A writer looking for her big break competes against a Pulitzer winner to tell the story of an octogenarian with a storied past.
2025-09-14,2025-08-30,Hardcover Fiction,FORGET ME NOT,Stacy Willingham,9781250887979,Minotaur,12,0,1,https://www.amazon.com/dp/1250887976?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781250887979.jpg,"An investigative journalist returns to South Carolina, where she comes across a diary that appears to have details related to unsolved crimes."
2025-09-14,2025-08-30,Hardcover Fiction,THE WEDDING PEOPLE,Alison Espach,9781250899576,Holt,13,12,39,https://www.amazon.com/dp/1250899575?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781250899576.jpg,A woman who is down on her luck forms an unexpected bond with the bride at a wedding in Rhode Island.
2025-09-14,2025-08-30,Hardcover Fiction,DUNGEON CRAWLER CARL,Matt Dinniman,9780593820247,Ace,14,0,4,https://www.amazon.com/dp/B08V8877BY?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780593820247.jpg,"A Coast Guard vet named Carl and his ex-girlfriend’s cat, Princess Donut, are trapped in a fantasy dungeon."
2025-09-14,2025-08-30,Hardcover Fiction,JAMES,Percival Everett,9780385550369,Doubleday,15,0,52,https://www.amazon.com/dp/0385550367?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780385550369.jpg,"A reimagining of “Adventures of Huckleberry Finn” shines a different light on Mark Twain's classic, revealing new facets of the character of Jim."
2025-09-21,2025-09-06,Hardcover Fiction,KATABASIS,R.F. Kuang,9780063021471,Harper Voyager,1,1,2,https://www.amazon.com/dp/0063021471?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780063021471.jpg,A pair of rival graduate students descend into the underworld to save their late professor and secure his recommendation.
2025-09-21,2025-09-06,Hardcover Fiction,THE HALLMARKED MAN,Robert Galbraith,9780316586009,Mulholland,2,0,1,https://www.amazon.com/dp/0316586005?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780316586009.jpg,The eighth book in the Cormoran Strike series. A dismembered corpse found in a silver shop sets off an investigation.
2025-09-21,2025-09-06,Hardcover Fiction,WILD REVERENCE,Rebecca Ross,9781250373359,Saturday,3,0,1,https://www.amazon.com/dp/1250373352?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781250373359.jpg,"In a novel written for adults that is set in the world of “Divine Rivals,” a goddess named Matilda is faced with making a great sacrifice."
2025-09-21,2025-09-06,Hardcover Fiction,BUCKEYE,Patrick Ryan,9780593595039,Random House,4,0,1,https://www.amazon.com/dp/0593595033?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780593595039.jpg,Consequences created by a secret forged between members of two families in a small Ohio town affect a new generation.
2025-09-21,2025-09-06,Hardcover Fiction,FRAMED IN DEATH,J.D. Robb,9781250370822,St. Martin's,5,0,1,https://www.amazon.com/dp/1250370825?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781250370822.jpg,The 61st book of the In Death series. Eve Dallas investigates the murder of a woman found in the doorway of two gallery owners' home.
2025-09-21,2025-09-06,Hardcover Fiction,BILLION-DOLLAR RANSOM,James Patterson and Duane Swierczynski,9780316570039,"Little, Brown",6,0,1,https://www.amazon.com/dp/0316570036?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780316570039.jpg,Five members of a billionaire’s family are simultaneously kidnapped.
2025-09-21,2025-09-06,Hardcover Fiction,APOSTLE'S COVE,William Kent Krueger,9781982179304,Atria,7,0,1,https://www.amazon.com/dp/1982179309?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781982179304.jpg,The 21st book in the Cork O'Connor mystery series. Cork runs into trouble as he reinvestigates a decades-old closed case.
2025-09-21,2025-09-06,Hardcover Fiction,ATMOSPHERE,Taylor Jenkins Reid,9780593158715,Ballantine,8,4,14,https://www.amazon.com/dp/0593158717?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780593158715.jpg,"In the summer of 1980, Joan Goodwin begins training with a group of candidates for NASA’s space shuttle program."
2025-09-21,2025-09-06,Hardcover Fiction,THE COLOR OF DEATH,Trey Gowdy with Christopher Greyson,9780063451919,Fox News,9,2,2,https://www.amazon.com/dp/0063451913?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780063451919.jpg,"After a tragedy strikes his family, an assistant district attorney investigates the murder of a young woman."
2025-09-21,2025-09-06,Hardcover Fiction,QUICKSILVER,Callie Hart,9781538774205,Forever,10,3,3,https://www.amazon.com/dp/1538774208?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781538774205.jpg,"Saeris is transported to a dangerous land of ice and snow, where she must contend with a Fae warrior who has suspect agendas."
2025-09-21,2025-09-06,Hardcover Fiction,TOM CLANCY: TERMINAL VELOCITY,M.P. Woodward,9780593718032,Putnam,11,0,1,https://www.amazon.com/dp/0593718038?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780593718032.jpg,The 14th book in the Jack Ryan Jr. series. A terror group returns with a new leader.
2025-09-21,2025-09-06,Hardcover Fiction,MY FRIENDS,Fredrik Backman,9781982112820,Atria,12,5,18,https://www.amazon.com/dp/1982112824?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781982112820.jpg,A young woman looks into the story behind a painting that was made 25 years ago and a small group of teens depicted in it; translated by Neil Smith.
