published_date,bestsellers_date,list_name,title,author,primary_isbn13,publisher,rank,rank_last_week,weeks_on_list,amazon_product_url,book_image,description
2025-09-21,2025-09-06,Hardcover Fiction,THE PUMPKIN SPICE CAFÉ,Laurie Gilmore,9780008759827,HarperCollins,13,8,4,https://www.amazon.com/dp/0008759820?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780008759827.jpg,Jeanie takes over her aunt’s café in Dream Harbor and encounters a local farmer.
2025-09-21,2025-09-06,Hardcover Fiction,ONYX STORM,Rebecca Yarros,9781649377159,Red Tower,14,7,33,https://www.amazon.com/dp/1649374186?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781649377159.jpg,"The third book in the Empyrean series. As enemies gain traction, Violet Sorrengail goes beyond the Aretian wards in search of allies."
2025-09-21,2025-09-06,Hardcover Fiction,BROKEN COUNTRY,Clare Leslie Hall,9781668078181,Simon & Schuster,15,6,24,https://www.amazon.com/dp/166807818X?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781668078181.jpg,Beth must confront her past when the man she once loved as a teenager returns to the village with his son.
2025-09-28,2025-09-13,Hardcover Fiction,THE SECRET OF SECRETS,Dan Brown,9780385546898,Doubleday,1,0,1,https://www.amazon.com/dp/0385546890?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780385546898.jpg,"As he searches for the missing noetic scientist he has been seeing, Robert Langdon discovers something regarding a secret project."
2025-09-28,2025-09-13,Hardcover Fiction,KATABASIS,R.F. Kuang,9780063021471,Harper Voyager,2,1,3,https://www.amazon.com/dp/0063021471?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780063021471.jpg,A pair of rival graduate students descend into the underworld to save their late professor and secure his recommendation.
2025-09-28,2025-09-13,Hardcover Fiction,FRAMED IN DEATH,J.D. Robb,9781250370822,St. Martin's,3,5,2,https://www.amazon.com/dp/1250370825?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781250370822.jpg,The 61st book of the In Death series. Eve Dallas investigates the murder of a woman found in the doorway of two gallery owners' home.
2025-09-28,2025-09-13,Hardcover Fiction,CLOWN TOWN,Mick Herron,9781641297264,Soho Crime,4,0,1,https://www.amazon.com/dp/1641297263?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781641297264.jpg,The ninth book in the Slough House series. Lessons from old spies may come to bear as the ugly side of state security is threatened with exposure.
2025-09-28,2025-09-13,Hardcover Fiction,LOVER FORBIDDEN,J.R. Ward,9781982179960,Gallery,5,0,1,https://www.amazon.com/dp/1982179961?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781982179960.jpg,The 23rd book in the Black Dagger Brotherhood series. Devlin’s secret may sour Lyric’s new zest for life.
2025-09-28,2025-09-13,Hardcover Fiction,BUCKEYE,Patrick Ryan,9780593595039,Random House,6,4,2,https://www.amazon.com/dp/0593595033?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780593595039.jpg,Consequences created by a secret forged between members of two families in a small Ohio town affect a new generation.
2025-09-28,2025-09-13,Hardcover Fiction,CLIVE CUSSLER: THE IRON STORM,Jack Du Brul,9780593853566,Putnam,7,0,1,https://www.amazon.com/dp/0593853563?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780593853566.jpg,"The 15th book in the Isaac Bell series. During the Great War, evil forces want to take the fight to the streets of the United States."
2025-09-28,2025-09-13,Hardcover Fiction,ATMOSPHERE,Taylor Jenkins Reid,9780593158715,Ballantine,8,8,15,https://www.amazon.com/dp/0593158717?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780593158715.jpg,"In the summer of 1980, Joan Goodwin begins training with a group of candidates for NASA’s space shuttle program."
2025-09-28,2025-09-13,Hardcover Fiction,MY FRIENDS,Fredrik Backman,9781982112820,Atria,9,12,19,https://www.amazon.com/dp/1982112824?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781982112820.jpg,A young woman looks into the story behind a painting that was made 25 years ago and a small group of teens depicted in it; translated by Neil Smith.
2025-09-28,2025-09-13,Hardcover Fiction,WILD REVERENCE,Rebecca Ross,9781250373359,Saturday,10,3,2,https://www.amazon.com/dp/1250373352?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781250373359.jpg,"In a novel written for adults that is set in the world of “Divine Rivals,” a goddess named Matilda is faced with making a great sacrifice."
2025-09-28,2025-09-13,Hardcover Fiction,BILLION-DOLLAR RANSOM,James Patterson and Duane Swierczynski,9780316570039,"Little, Brown",11,6,2,https://www.amazon.com/dp/0316570036?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780316570039.jpg,Five members of a billionaire’s family are simultaneously kidnapped.
2025-09-28,2025-09-13,Hardcover Fiction,PLAY NICE,Rachel Harrison,9780593642573,Berkley,12,0,1,https://www.amazon.com/dp/0593642570?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780593642573.jpg,"After their mother’s death, Clio and her sisters inherit a house they were told was occupied by a demon."
2025-09-28,2025-09-13,Hardcover Fiction,BROKEN COUNTRY,Clare Leslie Hall,9781668078181,Simon & Schuster,13,15,25,https://www.amazon.com/dp/166807818X?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781668078181.jpg,Beth must confront her past when the man she once loved as a teenager returns to the village with his son.
2025-09-28,2025-09-13,Hardcover Fiction,QUICKSILVER,Callie Hart,9781538774205,Forever,14,10,4,https://www.amazon.com/dp/1538774208?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781538774205.jpg,"Saeris is transported to a dangerous land of ice and snow, where she must contend with a Fae warrior who has suspect agendas."
2025-09-28,2025-09-13,Hardcover Fiction,ONYX STORM,Rebecca Yarros,9781649377159,Red Tower,15,14,34,https://www.amazon.com/dp/1649374186?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781649377159.jpg,"The third book in the Empyrean series. As enemies gain traction, Violet Sorrengail goes beyond the Aretian wards in search of allies."
2025-10-05,2025-09-20,Hardcover Fiction,THE SECRET OF SECRETS,Dan Brown,9780385546898,Doubleday,1,1,2,https://www.amazon.com/dp/0385546890?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780385546898.jpg,"As he searches for the missing noetic scientist he has been seeing, Robert Langdon discovers something regarding a secret project."
2025-10-05,2025-09-20,Hardcover Fiction,THE ACADEMY,Elin Hilderbrand and Shelby Cunningham,9780316567855,"Little, Brown",2,0,1,https://www.amazon.com/dp/031656785X?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780316567855.jpg,Harmful rumors cause trouble for the students and staff at a New England boarding school.
2025-10-05,2025-09-20,Hardcover Fiction,THE LAST LETTER,Rebecca Yarros,9781649379658,Amara,3,0,1,https://www.amazon.com/dp/164937965X?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781649379658.jpg,"Ryan asks his friend Beckett to help his sister, who is caring for her twin children in Telluride."
2025-10-05,2025-09-20,Hardcover Fiction,AMONG THE BURNING FLOWERS,Samantha Shannon,9781639738861,Bloomsbury,4,0,1,https://www.amazon.com/dp/1639736018?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781639738861.jpg,"In this installment of the Roots of Chaos series, Marosa Vetalda and her betrothed seek to give rise to a better world."
2025-10-05,2025-09-20,Hardcover Fiction,KATABASIS,R.F. Kuang,9780063021471,Harper Voyager,5,2,4,https://www.amazon.com/dp/0063021471?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780063021471.jpg,A pair of rival graduate students descend into the underworld to save their late professor and secure his recommendation.
2025-10-05,2025-09-20,Hardcover Fiction,ASSISTANT TO THE VILLAIN,Hannah Nicole Maehrer,9781682816349,Red Tower,6,0,1,https://www.amazon.com/dp/1682816346?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781682816349.jpg,Evie Sage gets a job doing unspecified office duties for the most infamous villain in the kingdom of Rennedawn.
2025-10-05,2025-09-20,Hardcover Fiction,BUCKEYE,Patrick Ryan,9780593595039,Random House,7,6,3,https://www.amazon.com/dp/0593595033?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780593595039.jpg,Consequences created by a secret forged between members of two families in a small Ohio town affect a new generation.
2025-10-05,2025-09-20,Hardcover Fiction,ONYX STORM,Rebecca Yarros,9781649377159,Red Tower,8,15,35,https://www.amazon.com/dp/1649374186?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781649377159.jpg,"The third book in the Empyrean series. As enemies gain traction, Violet Sorrengail goes beyond the Aretian wards in search of allies."
2025-10-05,2025-09-20,Hardcover Fiction,ATMOSPHERE,Taylor Jenkins Reid,9780593158715,Ballantine,9,8,16,https://www.amazon.com/dp/0593158717?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780593158715.jpg,"In the summer of 1980, Joan Goodwin begins training with a group of candidates for NASA’s space shuttle program."
2025-10-05,2025-09-20,Hardcover Fiction,MY FRIENDS,Fredrik Backman,9781982112820,Atria,10,9,20,https://www.amazon.com/dp/1982112824?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781982112820.jpg,A young woman looks into the story behind a painting that was made 25 years ago and a small group of teens depicted in it; translated by Neil Smith.
2025-10-05,2025-09-20,Hardcover Fiction,BROKEN COUNTRY,Clare Leslie Hall,9781668078181,Simon & Schuster,11,13,26,https://www.amazon.com/dp/166807818X?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781668078181.jpg,Beth must confront her past when the man she once loved as a teenager returns to the village with his son.
2025-10-05,2025-09-20,Hardcover Fiction,THE CORRESPONDENT,Virginia Evans,9780593798430,Crown,12,0,1,https://www.amazon.com/dp/0593798430?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780593798430.jpg,Letters from someone she used to know push Sybil Van Antwerp toward revisiting her past and finding a way to forgive.
2025-10-05,2025-09-20,Hardcover Fiction,THE COLOR OF DEATH,Trey Gowdy with Christopher Greyson,9780063451919,Fox News,13,0,3,https://www.amazon.com/dp/0063451913?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780063451919.jpg,"After a tragedy strikes his family, an assistant district attorney investigates the murder of a young woman."
2025-10-05,2025-09-20,Hardcover Fiction,FRAMED IN DEATH,J.D. Robb,9781250370822,St. Martin's,14,3,3,https://www.amazon.com/dp/1250370825?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781250370822.jpg,The 61st book of the In Death series. Eve Dallas investigates the murder of a woman found in the doorway of two gallery owners' home.
2025-10-05,2025-09-20,Hardcover Fiction,QUICKSILVER,Callie Hart,9781538774205,Forever,15,14,5,https://www.amazon.com/dp/1538774208?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781538774205.jpg,"Saeris is transported to a dangerous land of ice and snow, where she must contend with a Fae warrior who has suspect agendas."
2025-10-12,2025-09-27,Hardcover Fiction,ALCHEMISED,SenLinYu,9780593972700,Del Rey,1,0,1,https://www.amazon.com/dp/0593972708?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780593972700.jpg,"After the war, an imprisoned alchemist is sent to a necromancer to recover her lost memories."
2025-10-12,2025-09-27,Hardcover Fiction,THE SECRET OF SECRETS,Dan Brown,9780385546898,Doubleday,2,1,3,https://www.amazon.com/dp/0385546890?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780385546898.jpg,"As he searches for the missing noetic scientist he has been seeing, Robert Langdon discovers something regarding a secret project."
2025-10-12,2025-09-27,Hardcover Fiction,TOURIST SEASON,Brynne Weaver,9781638932109,Slowburn,3,0,1,https://www.amazon.com/dp/1638932107?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781638932109.jpg,"When a true crime investigator comes to Cape Carnage in search of a serial killer, a local gardener and a handsome tourist pause their deadly ways."
2025-10-12,2025-09-27,Hardcover Fiction,THE PRIMAL OF BLOOD AND BONE,Jennifer L. Armentrout,9781963135411,Blue Box,4,0,1,https://www.amazon.com/dp/1963135415?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781963135411.jpg,The sixth book in the Blood and Ash series. The Blood Crown has fallen and the Primal of Death must be stopped.
2025-10-12,2025-09-27,Hardcover Fiction,ONE DARK WINDOW,Rachel Gillig,9780316597234,Orbit,5,0,1,https://www.amazon.com/dp/0316597236?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780316597234.jpg,Elspeth Spindle and the treasonous nephew to the king seek to gather 12 Providence Cards before solstice.
2025-10-12,2025-09-27,Hardcover Fiction,TWO TWISTED CROWNS,Rachel Gillig,9780316597227,Orbit,6,0,1,https://www.amazon.com/dp/0316597228?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780316597227.jpg,The second book in the Shepherd King series. Elspeth and Ravyn go on a quest to save the kingdom.
2025-10-12,2025-09-27,Hardcover Fiction,THIS INEVITABLE RUIN,Matt Dinniman,9798217190041,Ace,7,0,1,https://www.amazon.com/dp/B0F74CH248?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9798217190041.jpg,"The seventh book in the Dungeon Crawler Carl series. After becoming fully self-aware, the NPCs join the Faction Wars."
2025-10-12,2025-09-27,Hardcover Fiction,CIRCLE OF DAYS,Ken Follett,9781538772775,Grand Central,8,0,1,https://www.amazon.com/dp/1538772779?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781538772775.jpg,"A priestess envisions a great stone circle put together by divided tribes, but drought and violence may impede its creation."
2025-10-12,2025-09-27,Hardcover Fiction,THE ACADEMY,Elin Hilderbrand and Shelby Cunningham,9780316567855,"Little, Brown",9,2,2,https://www.amazon.com/dp/031656785X?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780316567855.jpg,Harmful rumors cause trouble for the students and staff at a New England boarding school.
2025-10-12,2025-09-27,Hardcover Fiction,ANATHEMA,Keri Lake,9781464261169,Bloom,10,0,1,https://www.amazon.com/dp/1464261164?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781464261169.jpg,"An assassin who dwells in Witch Knell is obsessed with Maevyth Bronwick, whose blood might help to break his curse."
2025-10-12,2025-09-27,Hardcover Fiction,WHAT WE CAN KNOW,Ian McEwan,9780593804728,Knopf,11,0,1,https://www.amazon.com/dp/0593804724?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780593804728.jpg,"In 2119, a scholar living in a world of rising seas after a nuclear catastrophe seeks clues about a missing poem written in 2014."
2025-10-12,2025-09-27,Hardcover Fiction,THE LONELINESS OF SONIA AND SUNNY,Kiran Desai,9780307700155,Hogarth,12,0,1,https://www.amazon.com/dp/0307700151?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780307700155.jpg,"A novelist and a journalist, whose grandparents once tried to arrange their union, go on a search for happiness together."
2025-10-12,2025-09-27,Hardcover Fiction,KATABASIS,R.F. Kuang,9780063021471,Harper Voyager,13,5,5,https://www.amazon.com/dp/0063021471?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780063021471.jpg,A pair of rival graduate students descend into the underworld to save their late professor and secure his recommendation.
2025-10-12,2025-09-27,Hardcover Fiction,BUCKEYE,Patrick Ryan,9780593595039,Random House,14,7,4,https://www.amazon.com/dp/0593595033?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780593595039.jpg,Consequences created by a secret forged between members of two families in a small Ohio town affect a new generation.
2025-10-12,2025-09-27,Hardcover Fiction,"WE LOVE YOU, BUNNY",Mona Awad,9781668059869,Marysue Rucci,15,0,1,https://www.amazon.com/dp/166805986X?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781668059869.jpg,"A debut novelist is kidnapped by her former frenemies, who recount their dark adventures."
2025-10-19,2025-10-04,Hardcover Fiction,IRON FLAME,Rebecca Yarros,9781649379399,Red Tower,1,0,80,https://www.amazon.com/dp/1649379390?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781649379399.jpg,The second book in the Empyrean series. Violet Sorrengail’s next round of training under the new vice commandant might require her to betray the man she loves.
2025-10-19,2025-10-04,Hardcover Fiction,FOURTH WING,Rebecca Yarros,9781649379290,Red Tower,2,0,95,https://www.amazon.com/dp/1649379293?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781649379290.jpg,"Violet Sorrengail is urged by the commanding general, who also is her mother, to become a candidate for the elite dragon riders."
2025-10-19,2025-10-04,Hardcover Fiction,ALCHEMISED,SenLinYu,9780593972700,Del Rey,3,1,2,https://www.amazon.com/dp/0593972708?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780593972700.jpg,"After the war, an imprisoned alchemist is sent to a necromancer to recover her lost memories."
2025-10-19,2025-10-04,Hardcover Fiction,THE SECRET OF SECRETS,Dan Brown,9780385546898,Doubleday,4,2,4,https://www.amazon.com/dp/0385546890?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780385546898.jpg,"As he searches for the missing noetic scientist he has been seeing, Robert Langdon discovers something regarding a secret project."
2025-10-19,2025-10-04,Hardcover Fiction,THE IMPOSSIBLE FORTUNE,Richard Osman,9780593653258,Pamela Dorman,5,0,1,https://www.amazon.com/dp/0593653254?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780593653258.jpg,The fifth book in the Thursday Murder Club series. The gang look into the disappearance of a guest Elizabeth met at a wedding.
2025-10-19,2025-10-04,Hardcover Fiction,VINCE FLYNN: DENIED ACCESS,Don Bentley,9781668045879,Atria/Emily Bestler,6,0,1,https://www.amazon.com/dp/1668045877?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781668045879.jpg,"The 24th book in the Mitch Rapp series. Rapp, now an assassin in the Orion program, must counter threats to his girlfriend and the C.I.A."
2025-10-19,2025-10-04,Hardcover Fiction,THE ACADEMY,Elin Hilderbrand and Shelby Cunningham,9780316567855,"Little, Brown",7,9,3,https://www.amazon.com/dp/031656785X?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780316567855.jpg,Harmful rumors cause trouble for the students and staff at a New England boarding school.
2025-10-19,2025-10-04,Hardcover Fiction,THE PORTRAIT,Danielle Steel,9780593498767,Delacorte,8,0,1,https://www.amazon.com/dp/0593498763?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780593498767.jpg,Unfulfilled longing is released between an entrepreneur stuck in a loveless marriage and a widowed portrait artist.
2025-10-19,2025-10-04,Hardcover Fiction,TOURIST SEASON,Brynne Weaver,9781638932109,Slowburn,9,3,2,https://www.amazon.com/dp/1638932107?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781638932109.jpg,"When a true crime investigator comes to Cape Carnage in search of a serial killer, a local gardener and a handsome tourist pause their deadly ways."
2025-10-19,2025-10-04,Hardcover Fiction,ONYX STORM,Rebecca Yarros,9781649374189,Red Tower,10,0,36,https://www.amazon.com/dp/1649374186?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781649374189.jpg,"The third book in the Empyrean series. As enemies gain traction, Violet Sorrengail goes beyond the Aretian wards in search of allies."
2025-10-19,2025-10-04,Hardcover Fiction,CIRCLE OF DAYS,Ken Follett,9781538772775,Grand Central,11,8,2,https://www.amazon.com/dp/1538772779?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781538772775.jpg,"A priestess envisions a great stone circle put together by divided tribes, but drought and violence may impede its creation."
2025-10-19,2025-10-04,Hardcover Fiction,WHAT STALKS THE DEEP,T. Kingfisher,9781250354921,Tor Nightfire,12,0,1,https://www.amazon.com/dp/1250354927?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781250354921.jpg,The third book in the Sworn Soldier series. An old friend asks Alex Easton to search for his lost cousin.
2025-10-19,2025-10-04,Hardcover Fiction,CROSSROADS OF RAVENS,Andrzej Sapkowski,9780316597739,Orbit,13,0,1,https://www.amazon.com/dp/0316597732?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780316597739.jpg,The ninth book in the Witcher series. Geralt of Rivia is mentored by a grizzled witcher; translated by David French.
2025-10-19,2025-10-04,Hardcover Fiction,HEART THE LOVER,Lily King,9780802165176,Grove,14,0,1,https://www.amazon.com/dp/0802165176?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780802165176.jpg,"Decades after getting caught up in a love triangle, a woman examines choices she once made."
2025-10-19,2025-10-04,Hardcover Fiction,WIDOW'S POINT,Richard Chizmar and W.H. Chizmar,9781668057704,Gallery,15,0,1,https://www.amazon.com/dp/1668057700?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781668057704.jpg,A lighthouse that is said to be cursed or haunted appears to cut visitors off from the outside world.
2025-10-26,2025-10-11,Hardcover Fiction,THE INTRUDER,Freida McFadden,9781464260919,Poisoned Pen,1,0,1,https://www.amazon.com/dp/1464260915?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781464260919.jpg,"During a rough storm, Casey puts herself in danger when she lets a girl, who is covered in blood, into her cabin."
2025-10-26,2025-10-11,Hardcover Fiction,THE SECRET OF SECRETS,Dan Brown,9780385546898,Doubleday,2,4,5,https://www.amazon.com/dp/0385546890?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780385546898.jpg,"As he searches for the missing noetic scientist he has been seeing, Robert Langdon discovers something regarding a secret project."
2025-10-26,2025-10-11,Hardcover Fiction,CRY HAVOC,Jack Carr,9781668095256,Atria/Emily Bestler,3,0,1,https://www.amazon.com/dp/1668095254?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781668095256.jpg,"During a time of war and civil unrest in 1968, the Navy SEAL Tom Reece is given an unofficial and dangerous mission."
2025-10-26,2025-10-11,Hardcover Fiction,TWICE,Mitch Albom,9780062406682,Harper,4,0,1,https://www.amazon.com/dp/006240668X?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780062406682.jpg,"Alfie Logan, who was gifted with the ability to live any moment a second time but must accept the outcomes, makes a risky love decision."
2025-10-26,2025-10-11,Hardcover Fiction,ALCHEMISED,SenLinYu,9780593972700,Del Rey,5,3,3,https://www.amazon.com/dp/0593972708?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780593972700.jpg,"After the war, an imprisoned alchemist is sent to a necromancer to recover her lost memories."
2025-10-26,2025-10-11,Hardcover Fiction,ALCHEMY OF SECRETS,Stephanie Garber,9781250789150,Flatiron,6,0,1,https://www.amazon.com/dp/125078915X?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781250789150.jpg,Holland St. James must retrieve an ancient object called the Alchemical Heart by midnight tomorrow or perish.
2025-10-26,2025-10-11,Hardcover Fiction,SHADOW TICKET,Thomas Pynchon,9781594206108,Penguin Press,7,0,1,https://www.amazon.com/dp/1594206104?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781594206108.jpg,"In 1932, the private eye Hicks McTaggart encounters a hodgepodge of characters as he pursues the heiress of a Wisconsin cheese fortune."
2025-10-26,2025-10-11,Hardcover Fiction,FOR WHOM THE BELLE TOLLS,Jaysea Lynn,9781668208809,Saga,8,0,1,https://www.amazon.com/dp/1668208806?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781668208809.jpg,Lily gets a job assigning people to appropriate circles and becomes attracted to a demon general in Hell.
2025-10-26,2025-10-11,Hardcover Fiction,MY BELOVED,Jan Karon,9798217047178,Putnam,9,0,1,https://www.amazon.com/dp/B0DSHQQ7HQ?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9798217047178.jpg,"The 15th book in the Mitford series. As Christmas approaches, love and heartbreak are felt by people around town."
2025-10-26,2025-10-11,Hardcover Fiction,FOURTH WING,Rebecca Yarros,9781649379290,Red Tower,10,2,96,https://www.amazon.com/dp/1649379293?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781649379290.jpg,"Violet Sorrengail is urged by the commanding general, who also is her mother, to become a candidate for the elite dragon riders."
2025-10-26,2025-10-11,Hardcover Fiction,SHARP FORCE,Patricia Cornwell,9781538773963,Grand Central,11,0,1,https://www.amazon.com/dp/1538773961?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781538773963.jpg,The 29th book in the Kay Scarpetta series. A serial killer known as the Phantom Slasher invades homes in Northern Virginia.
2025-10-26,2025-10-11,Hardcover Fiction,IRON FLAME,Rebecca Yarros,9781649379399,Red Tower,12,1,81,https://www.amazon.com/dp/1649379390?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781649379399.jpg,The second book in the Empyrean series. Violet Sorrengail’s next round of training under the new vice commandant might require her to betray the man she loves.
2025-10-26,2025-10-11,Hardcover Fiction,THE ACADEMY,Elin Hilderbrand and Shelby Cunningham,9780316567855,"Little, Brown",13,7,4,https://www.amazon.com/dp/031656785X?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780316567855.jpg,Harmful rumors cause trouble for the students and staff at a New England boarding school.
2025-10-26,2025-10-11,Hardcover Fiction,THE DAMNED,Harper L. Woods,9781250365231,Bramble,14,0,1,https://www.amazon.com/dp/1250365236?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781250365231.jpg,The third book in the Coven of Bones series. Beelzebub is put under a spell that makes him forbidden to touch.
2025-10-26,2025-10-11,Hardcover Fiction,ONYX STORM,Rebecca Yarros,9781649374189,Red Tower,15,10,37,https://www.amazon.com/dp/1649374186?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781649374189.jpg,"The third book in the Empyrean series. As enemies gain traction, Violet Sorrengail goes beyond the Aretian wards in search of allies."
2025-11-02,2025-10-18,Hardcover Fiction,REMAIN,Nicholas Sparks with M. Night Shyamalan,9798217154043,Random House,1,0,1,https://www.amazon.com/dp/B0DZ5FPM6L?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9798217154043.jpg,"A New York architect moves to Cape Cod, where he enters a relationship that brings up a lot of questions."
2025-11-02,2025-10-18,Hardcover Fiction,GONE BEFORE GOODBYE,Reese Witherspoon and Harlan Coben,9781538774700,Grand Central,2,0,1,https://www.amazon.com/dp/1538774704?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781538774700.jpg,"When a mysterious man disappears, the former combat surgeon giving him medical assistance goes on the lam."
2025-11-02,2025-10-18,Hardcover Fiction,THE SECRET OF SECRETS,Dan Brown,9780385546898,Doubleday,3,2,6,https://www.amazon.com/dp/0385546890?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780385546898.jpg,"As he searches for the missing noetic scientist he has been seeing, Robert Langdon discovers something regarding a secret project."
2025-11-02,2025-10-18,Hardcover Fiction,THE INTRUDER,Freida McFadden,9781464260919,Poisoned Pen,4,1,2,https://www.amazon.com/dp/1464260915?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781464260919.jpg,"During a rough storm, Casey puts herself in danger when she lets a girl, who is covered in blood, into her cabin."
2025-11-02,2025-10-18,Hardcover Fiction,ALCHEMISED,SenLinYu,9780593972700,Del Rey,5,5,4,https://www.amazon.com/dp/0593972708?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780593972700.jpg,"After the war, an imprisoned alchemist is sent to a necromancer to recover her lost memories."
2025-11-02,2025-10-18,Hardcover Fiction,RED RISING,Pierce Brown,9780593871522,Del Rey,6,0,1,https://www.amazon.com/dp/0593871529?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780593871522.jpg,"Darrow, a member of the lowest rung of a society on Mars in the future, mixes in with humanity’s overlords in the hopes of taking them down."
